gx,gy,gz,ax,ay,az
6.7,0.3,348.1,1,-6,18.6
7.3,1.2,349.3,1.2,2.8,-16
8.7,2.5,349.1,-1.4,-2.4,2.6
7.9,3.1,348.5,2.2,2.4,3.4
7.6,3.7,347.4,0.8,9.2,-10.2
7.7,3.8,345.8,0.4,-0.6,8.4
7.9,2.2,345.4,1,4.4,-3.2
8.7,1.7,346.2,-2.8,3.2,-15.2
11,0.9,347,0.2,2.4,19.4
8,0.8,346.8,3.4,-2.4,-10.2
9.1,1.7,346.2,-2.8,-2.2,-17.2
9.1,1.1,346,-0.6,2.4,-5.4
8.5,0.2,346.1,-2.6,-0.4,-3.2
9.7,0,346.5,-6.8,-4.2,-5
9.2,-0.7,347.2,-2.2,-9.6,17.2
7.8,-0.2,348.1,1,1.6,-6.6
10.5,0,348.9,-0.4,-10.6,-0.8
7.6,1.3,348.1,2.6,-12.8,2.4
8.4,1.5,347.7,0.4,-12.4,11
8.4,1.5,348.1,0.2,15,-4.4
7.3,1.6,347.9,-1.2,1.4,0.2
5.2,1.5,347.5,-0.2,-2,-22.6
6.8,1.9,346.9,2.6,4.2,26.8
4.7,1.2,347.2,0,0.6,-1.2
5.5,0.8,348,-0.6,3,-3.4
5.2,0.7,349.3,-0.6,5.8,4.6
4.9,0.9,349.7,-1.2,-6.4,-0.2
4.6,1.4,349.6,3.6,6.8,0.8
4.4,2.2,348.7,2.8,0.8,4.2
4.2,2.3,347.9,-0.6,4.6,-7.4
5.1,2.5,346.9,1,1.8,12.4
5,2.3,345.9,1.2,-3.8,-2
5.2,2.2,345.8,2.8,0.8,-3.8
5.6,2.1,345.3,-1.8,1.4,-5.6
5.4,1.2,344.9,-3.4,3.6,3
6,0.6,344.6,-1.2,1.4,-6.4
5.7,0.5,344.9,-1.2,-1.6,6.8
5.2,-0.2,345.5,2.2,2.6,3.2
5.3,-0.2,345.9,-0.2,0.8,4.6
5.2,-0.2,346.4,-0.2,3.4,-3.6
4.6,0.1,346.7,-3,-4,-10.4
5,0.1,346.6,-1,3.4,-6.8
5.9,0.2,346.5,-2.4,-10.8,-12.6
4.7,0.6,346.6,3.2,1.4,9.4
4.3,0.8,346.5,3,3.8,16.4
4.1,1.3,346.1,-2.2,-2.2,-7
3.5,1.5,346.6,0.6,2.8,-0.2
3.1,2.2,347.9,4.2,-0.2,-12.6
3.3,3,348.7,0.2,-1.8,-0.8
2,3.3,347.2,1.4,-11,2.6
2.7,4.2,343.8,-2.2,8.6,-13
1.5,4.3,340.2,-1.2,-0.4,5.4
1.7,4.3,337,-3.6,-7.4,-12.2
0,2.8,334.8,-1,-1,19.4
0.2,2,333.8,1.4,-2.8,-16.6
-1.1,0.1,333.6,3.8,6.2,-8.8
2.2,-0.7,334.2,-8.6,-1.8,-24.8
-0.7,-1.8,335.2,-0.2,-17.2,26.6
3.9,-1,334.6,-5.6,-26.8,-41.4
-5.6,-0.4,334,4.8,-19,90.6
-5.1,-0.9,334.5,5.2,-5.4,53
2,-0.2,334.3,-1.8,1.4,-41.2
2.2,0.4,332.6,-0.2,16.4,-3.4
-1.3,0.4,330.8,-1.2,2,2.2
-0.7,0.7,330,-2.6,3,-2.8
0.5,0.9,328.7,2,5.2,-13.2
-0.7,0.9,326.6,1.6,1.8,2.4
0,0.8,323.9,1.4,4.4,1.6
-0.9,0.6,320.1,0.2,-0.8,-9.2
0.6,1.5,318.8,-5.2,0.8,-46.6
0.6,0.9,318.9,1.2,8,10.8
1.7,1.6,317.8,5.6,0.6,20.8
1.8,1.9,315.5,0.4,-1.4,11.2
3.8,2.2,311.9,0.2,9.2,-1.8
4.5,2,308.1,3.2,-11.8,9.8
3.2,2.7,305.8,-3,4.6,-7.6
5.2,3.5,306.2,-3.6,2.4,-10.8
5.4,3.1,304.7,-2.8,-4.8,5.4
5.1,3.1,304.4,-1.2,0.8,-3.4
5.3,3,303.4,1.8,1.6,1.8
5.9,3,299.5,2.6,3.6,-7.4
4.1,3,290.1,-9.2,-12.4,29.4
6.4,5.4,283.2,-7.4,-2.8,-10.8
6.2,5.2,281.2,0.2,1.4,3
7.3,4.2,280.7,-2,2.2,-7.6
7.7,3.4,281.5,-2.4,0.6,1.2
8.8,1.7,285.1,-3.2,1.8,-0.4
10,0.8,288.7,-3.8,-2,-6
13.1,-0.1,295.9,-2.6,14.2,0.4
12.3,-3.3,304.4,-7.6,-3.4,2.8
12,-6.1,314.1,-5.2,1.4,-11.2
11,-9.3,324.6,-0.4,-2.8,4.2
10.7,-10,328.9,-1.2,0.8,-1.6
10.6,-10.5,335.1,-2.2,0,-1.4
9.9,-10.5,338.5,0.6,3.4,0.6
9.6,-10.2,341.3,2.4,2.6,6.4
9.9,-9.3,344.2,-0.6,0.6,-15.8
7.4,-10.3,349,-9.6,-2.6,-30.2
7.9,-9.6,355,-3.6,4,-2.2
7.7,-9.4,1.8,-1.6,2,0.2
7.6,-9.3,11.2,-1,0.2,-7.4
9.8,-10.6,19.8,3.6,-10.8,20.4
9.8,-9.5,24.2,-5.6,-3.6,0
10.6,-8.5,30.6,4.6,3,5.2
11.1,-6.2,33.6,3.6,-0.2,-13
11.7,-3.8,33.2,-1.6,-7.4,6.8
11.6,-1.2,31,3.6,7.6,11.6
10.3,-0.1,29.4,-2.6,2.2,-13
10.4,1.9,28.1,0.8,6.8,2
10.6,2.1,26.2,3,-3.6,-1.8
11,2.7,24.8,1.2,7.8,-3.6
10.4,3,25.3,0.6,-33.6,57.8
12.6,3.8,25.9,10.2,7.6,-10.4
12.7,3.5,25,-3.8,0.8,13.2
9.9,4,24.8,13,-11,-44.8
8,6.9,21.5,6.6,7.8,-12.2
8.1,10.2,10.4,1.4,5.8,8.4
8.2,11.8,4.9,1.6,8.8,8.6
8.7,12,356,-4.4,-15,8.6
8.8,10.9,352.3,-2,1,5.4
9.8,8.6,349.6,-2,-1.8,2
13,7.2,347.7,-3,-15.6,-46.2
5.9,2.5,347.6,1.8,17.8,97
17,0,349.8,-0.4,-23.4,76.4
7.9,-4.8,354.8,-4.8,-11.6,-39.2
-2.7,-4.8,356.6,0.6,-12.4,47.8
-1.8,-2.9,360,-1.6,5.2,11.2
-2.5,-1.8,3.5,4.2,5,6
0.8,1.5,2.7,6.4,7.4,-10
4.7,5.8,356.1,3.4,16,-47.2
5.5,5.9,347.5,-2,15,17.8
8.5,6.3,339.4,2,-17.4,24.2
8.6,4.2,333.9,-5.2,-0.8,-8.4
11.3,3.7,334,-16.8,8,-54.4
7.4,-0.6,338.2,11,-6.2,79.2
10.2,-2.3,343.5,-0.4,-36.2,-19.2
10.8,-2.5,347.9,4.6,36.2,-19.4
8.5,-4,350,-10.8,-19.2,17.4
9.4,-3.7,354.9,6.2,-5,-4.8
9.1,-1.9,356.3,-3.4,3.4,6
10.7,0.9,355.9,1.4,4.4,-3.8
11,1.6,354.1,1.2,-8,2.6
8.8,2.2,351.5,1.2,-0.2,7.2
9.2,2.4,351.5,-2,2.2,9.2
8.7,1.9,354.4,5.2,-3.4,-4.8
10,1.8,356.7,3.6,10.8,-1.2
11.2,1.6,355.7,-0.2,-10.2,-9
9,2.3,353.9,-2.6,1.8,1
8.9,3.4,352.5,-2.8,1.4,-0.4
9.6,3.9,352.1,-3,-7,2
9.1,5.3,351.3,-4.8,-2,10
8.7,5.4,350,1.6,-8.4,-1.6
8.1,4.2,349.4,3.8,4.2,5
9.2,2.4,348.9,1.2,2.2,-9
9.1,0.5,349.8,-2.6,0.8,-9
8.4,-0.3,351.7,0.4,-5,-3.4
7.9,-0.1,352.4,0,-0.6,9.6
9,1,351.9,-1.6,-1.4,1.2
9.5,2.1,351.3,-0.2,-0.4,8.6
9.1,3.2,350.1,-2.6,-3.6,-7
7.8,3.2,348.8,3.2,-2.2,12.4
8.2,2.8,348.2,-1.6,0.8,-1.6
8.4,2,347.8,-0.6,-9.6,-3.6
9.3,0.9,348.1,1.4,1.6,-0.8
9.3,0.2,349.4,1,5,-6.4
9.3,-0.2,349.9,0.6,-1.2,1.4
9.6,-0.4,350.2,-1.8,-1.6,-4.2
10.2,0.4,350.2,-0.4,-2,3.2
9.6,0.2,349.4,-1,-6.8,5.4
9.2,-0.3,350.3,1.2,6.6,0.8
9.1,-0.2,350.5,-0.6,4.2,1
8.5,0.4,350.8,2.2,0.2,1
8.7,-0.1,351.3,4.8,8.2,-4.4
10.1,-0.1,351.5,-3.4,-7.4,8.2
7.9,0.4,352.1,-0.6,8.6,22.4
9.3,1.5,351.9,-0.6,-2.8,6.2
8.7,2,351,-2.4,2.8,17.2
9.3,2.2,350.1,-1.2,2.4,3.4
9,1.7,349.6,1.2,2.4,3
9.4,1.4,349.7,-0.6,-0.6,17
7.5,0.2,350.8,0.6,1.8,-21.4
8.8,0,351.9,1.2,9,-15.4
8.7,0.1,353.3,0.8,7.8,-2.2
8.7,-0.1,354,-1.2,1.4,-8.8
8.7,1,353.6,1.8,6.8,6.6
7.5,1.7,353,-1,0.4,14.2
7.4,2.5,352.4,2.2,0.8,6
7.3,2.2,352,1.2,-6.4,2.2
7,2,351.9,2,5.2,4
9.2,2.7,351.2,1.4,-11.4,0.8
7.4,1.9,351.4,0.8,-1.2,27.2
10.5,2.7,351.1,7,5.6,-19.8
8.4,3.1,350.2,-4.6,-4.4,11.6
8.2,3,348.9,2.8,0.6,7.2
9.3,2.5,348.7,1.6,5.6,-0.4
7.7,1.5,348.7,6.4,17.2,10.4
8.3,1,349.4,-1.8,3.2,-13.2
9.5,1.4,349.8,-1.6,-4.6,-22.4
7.5,1.2,349.5,1.2,0.2,-21.8
8.9,1.2,349.3,-1,2,-7.2
8.8,1.5,348.7,2,-3.8,-4.8
8.3,1.2,348.8,-1.8,-0.6,-3.4
8.1,0.2,348.9,-1.8,-0.2,14
8.2,-0.5,348.9,1.4,-4.4,10.2
8.2,-1,349.2,2,1.2,-6.6
7.3,-1.6,350.3,-1.2,-4.8,17
7.1,-1.6,351.3,0.2,0,-1.4
7.3,-1.1,351.7,-2.2,-3.2,8
6.6,-0.7,351.9,-2.6,0,-9.6
8.3,0.4,352.1,-1.8,-3.8,-3.4
6,0.2,352,2.6,2.2,7
6.7,0.7,351.3,-1.4,2.4,10
7.2,0.1,352.3,1.6,-0.6,5.6
7.1,0.8,352.7,2.4,6.4,-5.2
7.2,1.2,353,-1.8,6,-1.8
5.9,1.7,353.5,0.8,-0.4,7
6.5,2.1,353.8,3,1.6,10.8
6.5,2.4,353.2,1.8,-2,-3.8
8,2.5,352.2,3,2,-1.2
8.6,1.8,352.3,0.2,1.2,9
9.2,1.9,352.9,-0.6,-5,-6.4
9.2,2,353.5,-1.2,3.6,-6.6
9.8,2.6,353.5,2,1.6,-9
9.9,2.9,352.6,1,-2.6,6.2
8.9,2.2,352,-1.6,-3.8,2.8
9.2,2.3,351.8,0,0,-3.8
10.3,1.2,351.7,0,-1.2,-13.2
9.7,0.8,352,1.6,-13.8,7
8.7,-0.6,352,5.6,-0.6,-2.8
10.4,0.6,352.3,3,36.6,0.6
10,0.9,353,-4.2,-4.4,-4.2
8.5,1.3,352.5,-0.4,-8.8,3.6
8.1,1.7,352,-0.2,-12,8.4
7.9,1.5,351.2,2.2,7.6,-7.8
9.4,0.9,350.8,3.8,-2.4,21.2
10.3,0.4,350.6,-1.6,0.2,-0.2
10,-0.9,352.9,-0.4,-8.4,-9
9.9,-0.4,353.3,-2,3.6,-1.6
10.8,0.3,351.5,-0.8,2,0.2
9,1.1,349.9,-4,-5.8,-1.4
9.7,1.1,351.2,-1.4,0.2,-13.2
8.7,0.3,350,1.8,12,7.4
9.2,-1,349,2.6,2.6,-6.2
6.7,-1.6,349.1,-3.2,-9.2,5.2
5.9,-1.3,349.3,-4.6,-2.2,8.4
8.6,-1.1,350.5,-1.4,7.6,-8.2
6.7,-1.3,351.7,-1.8,-2.4,3
5.8,-2,352.6,-3.2,-11.2,-1.4
5.9,-2.1,353.7,-1.6,-2.8,-3.6
6.4,-3,354.9,5,3.4,6
8.3,-2.9,356.7,-4,-0.8,5.6
7.5,-1.7,358.7,-1.4,3.4,-14.2
8.2,-0.2,359.6,0,-1.6,-16.8
8.4,2.1,358.8,-5.8,8.8,-11.4
6.9,3,359.4,-0.6,-17.4,-13.6
5.7,3.7,359.8,-0.2,9.6,2.4
7.3,4.8,358.8,2.8,3.2,7.4
7.4,4.6,358.8,0.2,5.2,5.8
6.3,5,358.4,-3,4,3.8
7.8,5.1,357.6,7.6,0.8,13.4
8.9,5.7,356.5,-0.4,-6.4,2
8.5,5.9,354.6,0.6,1.8,-1.2
8.8,5.5,353.4,-1.4,1.8,-7.8
8.2,4.7,352.7,2.8,0.8,-16.4
8.9,2.8,352.4,-1.8,-9.6,-6.2
7.4,1.7,353.1,-1.2,-1.2,1
7.4,1.2,354.1,0.2,-5.2,-9
8.5,1.2,354.5,-0.2,5.2,0.2
7.8,1.2,353.8,1.4,-0.6,13.8
8.5,0.9,353.8,-1,-4.6,-8
6.5,0.4,353.7,-1.4,-9.6,5.6
6.9,0,353.6,1.4,-4,0.6
6.6,-0.3,354,0.4,0,16
7.1,-0.5,354.6,2.4,-6.4,-2.6
6.8,-0.1,355,-1.4,5,-10
6.9,0.7,354.8,-5.2,5,-17.6
7.3,0.8,354.9,0.2,-5,12
5.8,0.3,355.1,-1.6,6.6,9.6
7,-0.2,355.1,-0.4,-0.4,-5.6
7.9,-0.9,356.1,0.8,3,-3.2
6.7,-0.5,357.4,3.4,-1.6,20.4
5.4,-0.4,358.3,-1.8,3.4,17
7.5,1.2,358.7,-3.4,-3.8,-29.6
7.1,1.7,358.1,-1,7.8,5.4
7,2.5,357.5,-0.2,1.8,9.2
6.8,2.7,356.4,0.4,6.2,-18.6
7.5,2.2,355.5,1.4,11.6,13.8
7.9,2.1,355.5,0,1.6,6.4
7.2,1.7,356,0.4,-4.2,-0.4
6.9,1.5,356.9,-2,1.4,-4
6.8,1.4,356.3,-1.4,-5.6,3.8
7.1,1.4,356.3,-1.8,-1.4,-16.6
6.8,0.8,356.1,0.8,1,11.6
7.5,0.4,356.2,0.4,-0.4,18.8
6.6,0.3,356.9,-1.6,1.4,-6
5.9,0.2,357.1,-1,6.8,7.8
7.2,0.5,358,-0.6,5.4,-16
7.5,1.1,358.4,-3.2,-4.2,-8.2
7.7,1.1,358.6,0.6,0,-17.2
8.2,1.2,358.6,0,-6.2,13.8
7.7,1.7,357.5,-3.4,1.4,-2.8
7,1.1,357.6,3.8,0.6,-2.8
7.5,1.3,358.8,-0.8,2.4,-5.6
5.7,1.4,359.3,0.2,-14.4,-4.6
6.3,2.1,359.2,-0.4,8.2,-0.2
5.9,2.5,358.5,0.4,-4.2,-1.2
5.5,2.2,358.2,0.6,-1.2,10.4
6.4,1.8,357.5,-2.4,4.2,-4
7.3,0.7,357.7,0.4,6.4,-3
6.7,0.9,358.5,-4.6,-4.6,3.4
6.2,1.3,358.9,-2,1.8,-19.6
6.8,1.6,358.9,-0.6,-1.6,8.2
7,2.1,358.2,-1.4,-6.6,1.6
7.1,1.6,358.2,-0.8,2.6,-9.4
6.7,1.3,358.1,-1.2,-14.4,-1.8
6.3,1,359.5,2.2,3.8,6.8
6.7,1.2,359.2,-0.2,4,-11.4
6.3,1.3,358.8,-3,0.6,-4.8
5.8,2,358.8,-3,0.8,-4.6
6.8,1.8,357.6,-1,0.4,-0.8
8.2,0.4,358.7,1.2,-0.6,-5.4
7.8,0.1,358.6,-2.6,-4.8,-46.6
9.3,-0.2,358.5,5.8,47.2,29.2
7.6,-1.7,359.7,4.2,29.2,7.6
11.7,-1.6,359.7,-0.6,-4.4,39.6
14.8,0.9,0.2,6,53,-51.2
6.5,0.2,2.8,14.4,25.6,88
10.4,2.3,3.1,11,4,19
8.5,4,1.9,4,-14.2,-3.8
10.2,4.5,2,-6.2,2.4,-23
5.7,2.9,1.7,4.4,-14,-11
3.2,3.7,1.2,-4.4,-1,8.2
6.3,2.6,359.3,2.6,2.6,-6.2
6,3.5,358.6,2,-13.2,0.6
4.7,2.9,358.5,0.4,12,-8.6
5.9,2.4,358,-0.6,-1.4,-4.2
7.8,3,357.1,1.8,-7.2,-11.6
7.7,2.7,356.6,0,-1.4,-1.4
7.9,2.4,355.4,2.4,4.8,8.6
7.6,0.7,355.4,-1.2,1,-18.8
7.9,-0.9,355.9,0.2,-10.4,6
8.5,-0.4,355.8,-6.4,9.2,-12
8.1,-0.6,355.8,1.6,1.6,-15.6
7.8,-0.3,355.8,-0.6,3.8,32.6
9.4,0.3,356.3,-7.4,-3.4,-6.2
5.9,-0.3,356.5,0.4,-2,-21.4
8.2,0,356.6,-3.6,-12.4,-1
10.3,-1.1,356.8,1.8,6,0.8
8.7,-1.1,356.9,0.8,-0.6,13
9.7,-0.9,357.3,1.2,3.8,-3.8
9.9,-0.4,357.8,0.8,-3.6,5
9.9,0.4,358.5,1.8,-7.4,9
9.1,1.2,358.3,-0.6,9,-12.2
11.9,1.6,358,-0.4,6.6,-13.8
9.8,1.1,357.8,5,13.2,-9.4
8.9,0.9,358.3,4.6,0,-10.6
9.6,1.6,358.2,-0.4,-0.8,-26
9.2,0.6,357.1,1.6,-9,4.8
12.2,1.3,357.2,-3.6,19.8,-3.2
9.5,2.1,357.1,2.8,-5.8,9.2
12,1.9,356.8,1.6,13.6,-48.4
8.6,0.8,357,-1,8.6,-25
8.7,0.6,357.1,-7.6,-12,32.8
9,2.3,358.2,-6,19,-43.2
8.7,1.7,359.5,-3,10.8,-2.4
11.7,0.8,358.8,5.8,21.6,-8.6
11.3,1.7,357.6,-0.6,-20.2,-3.4
10.2,1.7,357.5,0.4,3,14.4
10,1.2,357.5,0,-6.8,9
9.8,0.8,357.3,0.4,-6.8,-8
8.5,0.6,357.7,1,-10,2.6
7.6,0.5,357.9,-0.4,3.4,7.6
7.9,0.8,357.9,1.6,0.8,-0.6
9.9,1.9,357.7,1.8,-4.4,16
8.9,1.6,357.9,-1,-5.8,-3.8
7.3,1.7,357.6,-0.4,6.2,-2
6.9,1.4,356.8,2.8,-6.6,12.6
7.7,1.1,357,3.4,-4,6
7.4,1.7,357.3,-1.6,-1.4,7.2
9.5,1.4,357.9,-2.4,3.6,-11.2
9.1,1.6,356.9,-4.8,7.4,-40.8
6.8,2.1,356.5,0.8,-12.8,21.4
7.8,1.7,355.8,-0.8,-1.4,4.2
8.4,1.6,354.8,0.4,-3.8,2.6
8,0.4,354,1,-8.4,12.6
6.7,0,354.5,2.6,-1.4,23.4
8.5,0.4,355.3,-6.2,-7.4,-12.8
7.6,-1.1,356.9,-5.6,5,2
7.7,-0.5,357.5,1.6,-0.8,4.2
7.7,0.3,357.8,0.4,-3.8,9.8
6.3,-0.2,357.4,1,0.4,-2.4
9.2,0.2,356.5,-1,-4.2,-14
7.7,-0.6,356.4,0.2,-8.4,17
8.7,0,357.2,-1.4,1.4,-13.8
10.1,0.2,357.8,0,15.8,-1
10,0.8,357.8,-4.8,-8.8,4
9.6,1.4,356.9,0.8,6.2,-5.6
9.4,1.7,356.6,-2.4,-8,6.2
9.7,2,356.2,-2.4,-19.2,13.6
9,0.5,355.9,1,6,-1
8.1,0.4,357,0,0.6,1.8
7.8,0.4,356.5,1.8,0.8,-2.2
8.9,1.3,356.6,-1.8,8,1.4
9.6,1.7,356.8,-2.4,-8.4,-14.4
9.2,2,357.1,-2.2,-11,-22.4
8.9,0.9,356.1,-2.4,-2.8,-0.6
9.5,0.2,356.3,-0.8,-22.2,2
8.5,-1,358,2.4,4.2,1.4
7.6,-0.9,359.7,1.2,-3.4,-3.2
9.1,0.2,359.7,-2.2,-8.8,5.4
8.9,1,359,-2.2,5.4,0.6
9.1,1.3,358.6,1,1.6,2.4
8.7,1.3,358.5,-0.2,0.2,5.4
9.1,0.7,357.7,-0.4,5.6,4.6
10.1,-0.3,357.6,0.8,5.8,0.8
8.5,-0.3,358.8,-4.4,-5.2,-7
7.7,0.1,0.1,0,-10.2,2.2
8.3,0.4,359.8,1.2,-4.6,-3.6
9.3,1.5,359.5,-4.4,3.4,-3.4
8.8,1.1,0.1,-3.4,-3,-12.6
9.6,1.1,0.5,1.4,0.2,-0.2
9.7,1.1,1,-0.8,-6.2,16.4
9,1.5,1.1,4,1.4,-2.4
7.2,2.4,0.9,1,-16.4,2.8
6.9,3,0.3,-2.8,0.6,-7.8
7.3,4.5,359.8,-5,6,-29.2
8,4.2,359.4,0.4,-4.2,12.8
7.7,4.1,358.9,-0.8,-5.4,-4.4
8.7,4.6,357.9,-1,0.6,-18
7.4,3.2,356.2,-1.6,-7.4,4
8,3.7,354.8,-4.6,-18.4,-7.8
6.7,3.3,354.4,-1.2,-7.4,2.6
8.4,3.4,354.4,-1.2,14.2,-9.8
7.8,3.7,353.2,-0.4,-0.8,-0.6
6.1,2.8,352.5,3.6,11.2,8.4
7.9,2,351.9,-1.2,0.4,-16.8
6.9,1.1,349.6,-6,-2.2,-7.8
8.2,-0.6,349.1,-1.8,-6.4,10.8
7.3,-2,350.7,-3.2,1.2,-5.8
6.3,-1.9,351.6,-3,5.8,-24
6.3,-3.3,353.1,0.6,14.8,8.4
8.5,-2.7,354.1,-2.2,-3.6,16
6.4,-2.5,354.4,-2.2,6.2,25.2
7.8,-3.3,354.9,-4.4,2.8,-21.2
7.4,-4.7,356,-0.4,6.8,-8
5.7,-4.7,359.1,1.4,-0.4,-2
4.6,-4,2,2.4,-0.6,13.8
6.8,-2.7,4.7,4.8,15,-6
8.4,-0.5,5.2,0.6,-6.2,12.4
7.2,1.2,5.2,3.6,1.2,10
8.3,3.2,3.4,5.8,-4,16.2
8.7,3.3,2.3,6.6,-2.4,0.4
10.7,3.4,2.2,2.4,-6,-19.8
8,2.8,2.5,6.6,6,8.6
8.8,3.6,1.9,-0.2,5.8,-10.2
8.1,4.8,0.3,-3.2,3,8.6
10.3,5.5,359,1,-12,25.2
8.3,3.9,358.4,-1,-3.2,-7.8
8.5,3.4,358.1,3,-7.2,10
9.3,2.1,358.9,0.4,-6.4,2.2
8.2,1,1.1,3.8,-2,-12.6
8.5,1.7,1.7,0.2,9.6,-15.8
10.8,1.8,1,-2.8,-4.6,-25.4
8.4,2.4,0.9,2,0.8,19.8
8.6,3.1,359.4,0.6,-5.4,-16.6
8.5,2.7,359.7,-2.6,-4.4,-5.2
8.8,2.6,359.9,2.6,-7.6,28.6
10.7,2.3,358.1,6,4.2,1.6
9.5,2.3,357.4,-2.8,-1.8,-23.2
9.6,2.2,356.8,-4.6,1.6,3.6
9.8,1.5,355.9,-2.8,6.8,-5.8
9.9,0.8,355.7,2,-3.8,0.6
8.4,0.3,356.2,0.8,3,10.2
8.7,-2.1,356.4,1.8,1.2,0.8
9.5,-3.3,358.1,4,8.4,7
9.3,-2.2,0.2,-8.4,-5.2,-4
9.3,-1.6,2.7,3,-0.8,2.4
10.4,-0.4,1.9,1.6,0.2,-2
9.4,1.1,358.7,-0.4,-4.8,-4
8.1,1.1,356.3,3.2,-0.6,12.2
8.5,1.4,355.6,-5.4,-4.2,-24
8.5,-0.1,356.3,-1.8,0,-13.2
7.8,-1,360,-0.2,-2.8,5
7.1,-1.2,2.1,1.8,-0.2,-11.4
9.5,0.4,0.9,-7.8,7.8,-7.2
9.6,1.3,359.1,0,-8,8.2
8.8,1.2,358.1,1.2,-1,-4.2
8.2,1.5,357,-3,2.6,4
9.6,1.2,358.6,-3.8,2.2,-5.6
9.5,0.4,0.6,0.4,-6.2,3
7.5,1.2,1.1,-2.4,-1.2,9.2
7.3,0.8,0.8,3.8,1.8,-8.8
9.3,2.2,0.4,-5.2,2,-8.2
9.2,3,359,-2.8,-9,4
9.2,2.7,358.7,1.8,-0.4,-1.8
8,2.3,357.8,0.6,-3.4,-6.2
8.9,1.4,357.3,-0.4,6.8,-5
9.6,0.4,357.6,-1.2,-2.2,-6.8
7.5,-0.2,359.1,-1.8,-7.6,3.8
7.3,0.1,0.6,4.4,-1.6,-0.4
8.1,0.9,0.4,-2.8,-7.8,-19
7.7,1.5,359.9,0.2,8.4,-5.6
8.5,1.9,357.6,-0.8,2.2,-17.4
7.5,1.6,356.5,-3,4.6,2
5.3,-0.3,357.4,-11,-5.4,-27.8
7.4,0.2,359.9,6,29.8,9.6
7.8,1.4,2.2,-3.4,1.2,-15.6
7.9,1.8,2.8,4,-0.2,4.8
8.9,2.8,0.3,5,8.4,-7.6
9,2.6,357,-2,-9.2,-3.2
8.1,1.5,354.2,-1.4,4.2,1.8
9.5,0,356.1,-2.6,-4.2,14.2
8.5,-1,358.2,1.6,-1.2,-2.2
8.3,-1.7,1.3,4.2,0.8,4.8
8.8,-0.3,3,0.4,-1.2,-2.4
7.3,1.4,2.4,2.2,5.8,0.4
8.5,2.3,0.7,4,0.8,16.4
7.2,2.5,359.9,2,-1,11.6
6.1,2.3,358.4,1.2,-1.6,6.6
7.9,2.4,359,-1,-3,-13
7.6,2.3,359.3,-3.4,-5.6,-14.8
7.1,2.5,0.2,-1.4,0.8,5.8
6.1,2.1,0.4,4.8,-5.2,10
7.2,2.9,359,-1.4,-5,7.6
7.6,2.4,358.1,0.6,3.2,3
7.1,1.9,357.8,-2,-5.8,-10.8
6.5,0.8,358,5.2,-5.8,18.4
7.9,-0.1,359,-0.4,-0.6,-7.2
6.5,-0.1,359.8,0.2,2,-2.4
5.7,-0.2,1.4,0.6,4.4,6
7.8,0,1.9,4.4,5.4,-19.2
5.9,1.4,0.2,2,-9.2,16.6
6.1,1.6,359.6,-1,1.2,1.2
7,1.6,358.5,1.4,-5,-3.2
6.7,0.9,358.3,3.4,6.8,4.4
6.7,0.4,358.3,-2,-5.2,13
6.1,0.5,359.2,-2.4,-8.8,1.2
6.4,0.8,1.1,-3.6,7.8,-12.4
6.7,1.2,1.1,-3.2,6.8,-2.2
6.3,1.8,0.7,0.2,-9.2,-4.8
6.5,2.2,0.2,-1.4,-4,-13.2
6.8,2.9,359.5,0.2,5.8,15.6
6.1,2.2,357.8,-0.4,0.2,9.8
7,1.7,356.1,-1.2,1.2,-10
6.6,-0.2,355.5,-7.2,-6.8,-22.6
5.2,-2,356.5,-7,-3.4,11.8
7.9,-2.2,357.4,-7,4.2,-3.4
6,-4.2,359.4,-0.8,-7.2,1
5.3,-4.4,2.6,-1.4,0.8,5.2
3.8,-4.7,5.7,-4,6,13
7.3,-2.5,10.6,-1.6,-1.8,-43.4
4.9,-1,15.2,1,-13.2,-1.4
6.5,2.1,16.3,5.2,-4.8,-7
7.1,4.1,15.2,5.6,3.6,1.2
6.5,6.6,11.7,3.4,-2.2,-9
5.9,7.8,6.1,6.8,0.6,9.8
5.4,7.4,0.9,5.2,-0.2,14.8
6.6,7.4,353.5,-1.6,-8,-26.4
2.7,6.3,348.2,-22.2,-14.6,-34.2
8.7,0.7,347.8,-14.8,25.6,-59.8
1.4,-2.2,351.9,10.2,10.2,61.2
-2.1,-4.5,356.5,2.6,2,39.6
-1.8,-2.7,0.5,-9,-70.2,74
12.2,-9,5,-6.8,0.6,-145
1.2,-4.4,4.3,23.4,11.6,128.8
2.6,-1.6,3,8.6,6.2,21
-1.8,-2.1,0.8,-4.4,-0.4,22
1.8,0.3,359.5,5,17.6,12
0.4,1.3,359.7,4,-15.4,5.8
1.6,0.1,359.7,-0.4,11.4,-1.2
5.9,0.5,358.6,-2.2,1,-14.4
3.9,-0.5,357.6,3,-0.6,13.8
5,0.3,358.6,-0.6,4,-4.4
4.6,0.8,359.1,0.4,5.8,6.8
4.6,1.4,357.9,0.4,-1.8,-0.6
8.3,2.3,357.1,-7.6,-1.2,-18.8
6.9,0.7,358.1,-6,-3.8,-2.2
8.6,0.4,358.8,1.6,5,-13.4
8.1,-0.1,358.1,0.2,-1,-2.8
8.7,-1.1,358.5,-2.4,-3.8,7.6
